facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,readmission_rate,penalty_cost,risk_score,improvement_rate,excess_readmission_ratio,hospital_rank_in_state,recommended_action,priority_level
10085,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,95.23,0.00,46.1,-4.63,0.9537,52,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10085,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,93.44,0.00,44.6,-6.43,0.9357,51,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10085,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,97.42,0.00,48.2,-2.19,0.9781,18,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10086,AL,COPD,READM-30-COPD-HRRP,LOW,f,91.51,0.00,43.0,-8.39,0.9161,47,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10086,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.10,1249.34,51.0,1.25,1.0125,27,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10086,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,91.41,0.00,43.0,-8.45,0.9155,61,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10087,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.90,0.00,47.5,-2.96,0.9704,47,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10087,AL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.49,0.00,48.9,-1.34,0.9866,21,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10087,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.64,1789.05,51.5,1.79,1.0179,26,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10089,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.85,1998.94,51.7,2.00,1.02,24,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10089,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.33,0.00,47.1,-3.53,0.9647,49,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10089,AL,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.82,2938.44,52.5,2.94,1.0294,10,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
10090,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,99.29,0.00,49.5,-0.57,0.9943,35,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10090,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.91,12073.58,60.1,12.08,1.1208,2,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10090,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,86.92,0.00,39.4,-12.73,0.8727,27,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10090,AL,COPD,READM-30-COPD-HRRP,LOW,f,94.66,0.00,45.6,-5.23,0.9477,41,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10090,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,113.54,13732.70,61.5,13.74,1.1374,3,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10090,AL,CABG,READM-30-CABG-HRRP,MEDIUM,t,101.84,2018.93,51.7,2.02,1.0202,11,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10092,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,104.82,4997.34,54.2,5.00,1.05,11,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10092,AL,COPD,READM-30-COPD-HRRP,MEDIUM,t,117.15,17270.81,64.4,17.28,1.1728,1,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
10092,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.16,3308.24,52.8,3.31,1.0331,16,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10092,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,106.44,6596.49,55.5,6.60,1.066,11,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10097,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,101.20,1349.28,51.1,1.35,1.0135,25,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10099,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.86,2008.93,51.7,2.01,1.0201,23,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10099,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,97.46,0.00,48.0,-2.40,0.976,43,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10100,AL,COPD,READM-30-COPD-HRRP,MEDIUM,t,106.94,7056.25,55.9,7.06,1.0706,4,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
10100,AL,CABG,READM-30-CABG-HRRP,MEDIUM,t,102.25,2428.71,52.0,2.43,1.0243,10,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10100,AL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,95.84,0.00,46.7,-3.99,0.9601,27,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10100,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,106.22,6366.61,55.3,6.37,1.0637,6,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10100,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,106.94,7096.23,55.9,7.10,1.071,10,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10100,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,82.52,0.00,35.7,-17.15,0.8285,29,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10101,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,98.23,0.00,48.6,-1.63,0.9837,41,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10101,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.44,11603.83,59.7,11.61,1.1161,4,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10103,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,108.22,8405.53,57.0,8.41,1.0841,7,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10103,AL,CABG,READM-30-CABG-HRRP,MEDIUM,t,105.52,5706.96,54.8,5.71,1.0571,9,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10103,AL,COPD,READM-30-COPD-HRRP,LOW,f,96.50,0.00,47.2,-3.39,0.9661,36,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10103,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,89.20,0.00,41.1,-10.67,0.8933,54,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10103,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.99,0.00,47.6,-2.87,0.9713,46,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10103,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,92.42,0.00,44.0,-7.21,0.9279,24,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10104,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,110.59,10774.27,59.0,10.78,1.1078,5,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10104,AL,CABG,READM-30-CABG-HRRP,MEDIUM,t,115.18,15381.82,62.8,15.39,1.1539,3,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10104,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.98,1129.40,50.9,1.13,1.0113,28,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10104,AL,COPD,READM-30-COPD-HRRP,LOW,f,93.64,0.00,44.8,-6.25,0.9375,43,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10104,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,95.92,0.00,46.9,-3.70,0.963,20,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10104,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,91.78,0.00,43.3,-8.08,0.9192,60,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10108,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,99.43,0.00,49.7,-0.42,0.9958,35,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10108,AL,COPD,READM-30-COPD-HRRP,LOW,f,97.50,0.00,48.0,-2.39,0.9761,30,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10108,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.32,4467.62,53.7,4.47,1.0447,10,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10112,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.51,3658.05,53.1,3.66,1.0366,15,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10112,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,93.85,0.00,45.0,-6.01,0.9399,55,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10113,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,102.62,2798.51,52.3,2.80,1.028,13,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10113,AL,COPD,READM-30-COPD-HRRP,MEDIUM,t,109.48,9594.90,58.0,9.60,1.096,2,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
10113,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,108.22,8375.54,57.0,8.38,1.0838,5,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10113,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,94.07,0.00,45.2,-5.79,0.9421,54,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10113,AL,CABG,READM-30-CABG-HRRP,LOW,f,99.02,0.00,49.3,-0.80,0.992,13,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10113,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,93.37,0.00,44.8,-6.26,0.9374,22,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10114,AL,COPD,READM-30-COPD-HRRP,LOW,f,92.35,0.00,43.7,-7.55,0.9245,45,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10114,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,99.06,0.00,49.3,-0.80,0.992,38,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10114,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,97.21,0.00,47.8,-2.65,0.9735,45,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10118,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,92.72,0.00,44.0,-7.15,0.9285,52,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10118,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,108.22,8375.54,57.0,8.38,1.0838,8,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10118,AL,COPD,READM-30-COPD-HRRP,MEDIUM,t,100.39,499.73,50.4,0.50,1.005,17,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
10120,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.21,3358.21,52.8,3.36,1.0336,17,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10120,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.94,2088.89,51.7,2.09,1.0209,20,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10125,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.67,809.57,50.7,0.81,1.0081,30,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10125,AL,COPD,READM-30-COPD-HRRP,LOW,f,98.13,0.00,48.5,-1.76,0.9824,28,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10125,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.61,0.00,47.3,-3.25,0.9675,48,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10126,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,98.97,0.00,49.3,-0.88,0.9912,37,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10126,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.83,3977.88,53.3,3.98,1.0398,12,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10128,AL,COPD,READM-30-COPD-HRRP,LOW,f,96.55,0.00,47.2,-3.34,0.9666,35,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10129,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,98.29,0.00,48.7,-1.57,0.9843,40,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10129,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.02,3168.31,52.6,3.17,1.0317,18,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10130,AL,COPD,READM-30-COPD-HRRP,LOW,f,96.79,0.00,47.4,-3.10,0.969,32,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10130,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.87,6016.80,55.0,6.02,1.0602,8,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10130,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.37,3518.13,52.9,3.52,1.0352,15,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10131,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,112.45,12643.27,60.5,12.65,1.1265,4,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10131,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,108.62,8775.33,57.3,8.78,1.0878,3,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10131,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.07,9225.09,57.7,9.23,1.0923,6,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10131,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,90.94,0.00,42.8,-8.70,0.913,25,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10131,AL,COPD,READM-30-COPD-HRRP,LOW,f,99.18,0.00,49.4,-0.71,0.9929,22,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10139,AL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.00,0.00,47.6,-2.83,0.9717,25,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10139,AL,CABG,READM-30-CABG-HRRP,LOW,f,91.90,0.00,43.4,-7.94,0.9206,18,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10139,AL,COPD,READM-30-COPD-HRRP,LOW,f,96.72,0.00,47.4,-3.17,0.9683,34,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10139,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.09,229.88,50.2,0.23,1.0023,32,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10139,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,92.40,0.00,43.8,-7.46,0.9254,58,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10144,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.51,689.63,50.6,0.69,1.0069,20,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10144,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,99.19,0.00,49.7,-0.41,0.9959,16,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10144,AL,COPD,READM-30-COPD-HRRP,MEDIUM,t,106.47,6586.50,55.5,6.59,1.0659,5,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
10144,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.52,2668.58,52.2,2.67,1.0267,18,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10144,AL,CABG,READM-30-CABG-HRRP,LOW,f,98.88,0.00,49.2,-0.94,0.9906,14,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10144,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,98.18,0.00,48.6,-1.67,0.9833,39,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10148,AL,COPD,READM-30-COPD-HRRP,LOW,f,97.07,0.00,47.7,-2.82,0.9718,31,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10148,AL,Heart Failure,READM-30-HF-HRRP,LOW,f,98.20,0.00,48.6,-1.66,0.9834,42,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10148,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102.16,2308.77,51.9,2.31,1.0231,21,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10149,AL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,101.09,1269.32,51.1,1.27,1.0127,17,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10149,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,110.22,10374.48,58.7,10.38,1.1038,2,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10149,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.85,3997.87,53.3,4.00,1.04,13,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10149,AL,COPD,READM-30-COPD-HRRP,LOW,f,99.07,0.00,49.3,-0.82,0.9918,24,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10158,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102.63,2778.52,52.3,2.78,1.0278,20,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10158,AL,COPD,READM-30-COPD-HRRP,LOW,f,99.43,0.00,49.6,-0.46,0.9954,20,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10158,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,127.03,27525.36,73.0,27.54,1.2754,4,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
10164,AL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,112.75,12913.13,60.8,12.92,1.1292,1,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
10164,AL,COPD,READM-30-COPD-HRRP,LOW,f,98.34,0.00,48.7,-1.55,0.9845,27,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
10164,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.67,1819.03,51.5,1.82,1.0182,25,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10168,AL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,101.47,1869.01,51.6,1.87,1.0187,15,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
10169,AL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.65,3797.98,53.2,3.80,1.038,13,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
10173,AL,Pneumonia,READM-30-PN-HRRP,LOW,f,95.94,0.00,46.7,-3.92,0.9608,51,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20001,AK,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,93.07,0.00,44.5,-6.56,0.9344,4,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20001,AK,Heart Failure,READM-30-HF-HRRP,LOW,f,90.73,0.00,42.4,-9.14,0.9086,7,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20001,AK,COPD,READM-30-COPD-HRRP,LOW,f,92.95,0.00,44.2,-6.94,0.9306,6,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20001,AK,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,86.68,0.00,39.0,-13.17,0.8683,5,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20001,AK,Pneumonia,READM-30-PN-HRRP,LOW,f,97.86,0.00,48.3,-1.99,0.9801,4,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20001,AK,CABG,READM-30-CABG-HRRP,LOW,f,93.60,0.00,44.8,-6.23,0.9377,2,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20006,AK,Heart Failure,READM-30-HF-HRRP,LOW,f,92.99,0.00,44.3,-6.88,0.9312,6,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
20006,AK,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,106.16,6346.62,55.3,6.35,1.0635,1,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
